subject,age,gender,sound,level,sequence,trial,item,time
3,28,M,b,off,ba,3,7,1.088
3,28,M,b,off,ba,3,8,1.023
3,28,M,b,off,ba,3,9,1.215
3,28,M,b,off,ba,3,10,0.976
3,28,M,b,off,ba,4,1,1.172
3,28,M,b,off,ba,4,2,2.052
3,28,M,b,off,ba,4,3,1.232
3,28,M,b,off,ba,4,4,0.944
3,28,M,b,off,ba,4,5,0.688
3,28,M,b,off,ba,4,6,1.360
3,28,M,b,off,ba,4,7,1.327
3,28,M,b,off,ba,4,8,1.329
3,28,M,b,off,ba,4,9,0.879
3,28,M,b,off,ba,4,10,0.752
3,28,M,b,off,ba,5,1,0.883
3,28,M,b,off,ba,5,2,0.927
3,28,M,b,off,ba,5,3,1.152
3,28,M,b,off,ba,5,4,1.152
3,28,M,b,off,ba,5,5,1.408
3,28,M,b,off,ba,5,6,0.960
3,28,M,b,off,ba,5,7,1.455
3,28,M,b,off,ba,5,8,1.007
3,28,M,b,off,ba,5,9,0.944
3,28,M,b,off,ba,5,10,0.960
3,28,M,b,on,ba,1,1,1.252
3,28,M,b,on,ba,1,2,1.408
3,28,M,b,on,ba,1,3,1.166
3,28,M,b,on,ba,1,4,1.488
3,28,M,b,on,ba,1,5,1.759
3,28,M,b,on,ba,1,6,1.343
3,28,M,b,on,ba,1,7,1.776
3,28,M,b,on,ba,1,8,1.168
3,28,M,b,on,ba,1,9,1.359
3,28,M,b,on,ba,1,10,1.183
3,28,M,b,on,ba,2,1,1.180
3,28,M,b,on,ba,2,2,0.891
3,28,M,b,on,ba,2,3,0.992
3,28,M,b,on,ba,2,4,1.263
3,28,M,b,on,ba,2,5,1.247
3,28,M,b,on,ba,2,6,1.424
3,28,M,b,on,ba,2,7,1.184
3,28,M,b,on,ba,2,8,1.838
3,28,M,b,on,ba,2,9,1.136
3,28,M,b,on,ba,2,10,1.119
3,28,M,b,on,ba,3,1,1.170
3,28,M,b,on,ba,3,2,1.456
3,28,M,b,on,ba,3,3,1.071
3,28,M,b,on,ba,3,4,1.744
3,28,M,b,on,ba,3,5,1.487
3,28,M,b,on,ba,3,6,1.361
3,28,M,b,on,ba,3,7,1.102
3,28,M,b,on,ba,3,8,1.504
3,28,M,b,on,ba,3,9,1.199
3,28,M,b,on,ba,3,10,1.136
3,28,M,b,on,ba,4,1,1.312
3,28,M,b,on,ba,4,2,1.168
3,28,M,b,on,ba,4,3,1.295
3,28,M,b,on,ba,4,4,1.264
3,28,M,b,on,ba,4,5,0.960
3,28,M,b,on,ba,4,6,1.360
3,28,M,b,on,ba,4,7,1.055
3,28,M,b,on,ba,4,8,1.471
3,28,M,b,on,ba,4,9,1.328
3,28,M,b,on,ba,4,10,1.311
3,28,M,b,on,ba,5,1,1.144
3,28,M,b,on,ba,5,2,0.944
3,28,M,b,on,ba,5,3,1.328
3,28,M,b,on,ba,5,4,1.295
3,28,M,b,on,ba,5,5,2.038
3,28,M,b,on,ba,5,6,0.960
3,28,M,b,on,ba,5,7,0.912
3,28,M,b,on,ba,5,8,1.423
3,28,M,b,on,ba,5,9,1.536
3,28,M,b,on,ba,5,10,1.040
3,28,M,a,off,ba,1,1,1.388
3,28,M,a,off,ba,1,2,1.440
3,28,M,a,off,ba,1,3,0.976
3,28,M,a,off,ba,1,4,1.135
3,28,M,a,off,ba,1,5,1.504
3,28,M,a,off,ba,1,6,1.263
3,28,M,a,off,ba,1,7,1.023
3,28,M,a,off,ba,1,8,1.168
3,28,M,a,off,ba,1,9,1.407
3,28,M,a,off,ba,1,10,1.232
3,28,M,a,off,ba,2,1,1.270
3,28,M,a,off,ba,2,2,0.880
3,28,M,a,off,ba,2,3,1.039
3,28,M,a,off,ba,2,4,0.944
3,28,M,a,off,ba,2,5,1.472
3,28,M,a,off,ba,2,6,0.975
3,28,M,a,off,ba,2,7,0.976
3,28,M,a,off,ba,2,8,1.824
3,28,M,a,off,ba,2,9,1.024
3,28,M,a,off,ba,2,10,1.631
3,28,M,a,off,ba,3,1,1.137
3,28,M,a,off,ba,3,2,1.071
3,28,M,a,off,ba,3,3,0.928
3,28,M,a,off,ba,3,4,0.895
3,28,M,a,off,ba,3,5,1.184
3,28,M,a,off,ba,3,6,1.264
3,28,M,a,off,ba,3,7,1.135
3,28,M,a,off,ba,3,8,1.200
3,28,M,a,off,ba,3,9,1.089
3,28,M,a,off,ba,3,10,1.087
3,28,M,a,off,ba,4,1,1.207
3,28,M,a,off,ba,4,2,0.864
3,28,M,a,off,ba,4,3,1.039
3,28,M,a,off,ba,4,4,0.896
3,28,M,a,off,ba,4,5,1.328
3,28,M,a,off,ba,4,6,1.519
3,28,M,a,off,ba,4,7,1.839
3,28,M,a,off,ba,4,8,0.959
3,28,M,a,off,ba,4,9,1.263
3,28,M,a,off,ba,4,10,1.487
3,28,M,a,off,ba,5,1,1.188
3,28,M,a,off,ba,5,2,1.136
3,28,M,a,off,ba,5,3,0.943
3,28,M,a,off,ba,5,4,0.992
3,28,M,a,off,ba,5,5,1.376
3,28,M,a,off,ba,5,6,1.008
3,28,M,a,off,ba,5,7,0.783
3,28,M,a,off,ba,5,8,1.120
3,28,M,a,off,ba,5,9,0.911
3,28,M,a,off,ba,5,10,1.088
3,28,M,a,on,ba,1,1,1.371
3,28,M,a,on,ba,1,2,1.648
3,28,M,a,on,ba,1,3,1.007
3,28,M,a,on,ba,1,4,1.215
3,28,M,a,on,ba,1,5,0.991
3,28,M,a,on,ba,1,6,1.120
3,28,M,a,on,ba,1,7,1.231
3,28,M,a,on,ba,1,8,1.200
3,28,M,a,on,ba,1,9,0.976
3,28,M,a,on,ba,1,10,1.264
3,28,M,a,on,ba,2,1,0.956
3,28,M,a,on,ba,2,2,0.864
3,28,M,a,on,ba,2,3,1.120
3,28,M,a,on,ba,2,4,1.359
3,28,M,a,on,ba,2,5,1.008
3,28,M,a,on,ba,2,6,1.361
3,28,M,a,on,ba,2,7,0.942
3,28,M,a,on,ba,2,8,1.232
3,28,M,a,on,ba,2,9,0.927
3,28,M,a,on,ba,2,10,1.152
3,28,M,a,on,ba,3,1,1.287
3,28,M,a,on,ba,3,2,0.960
3,28,M,a,on,ba,3,3,1.087
3,28,M,a,on,ba,3,4,1.377
3,28,M,a,on,ba,3,5,1.103
3,28,M,a,on,ba,3,6,1.375
3,28,M,a,on,ba,3,7,1.615
3,28,M,a,on,ba,3,8,0.880
3,28,M,a,on,ba,3,9,1.200
3,28,M,a,on,ba,3,10,1.104
3,28,M,a,on,ba,4,1,1.471
3,28,M,a,on,ba,4,2,1.024
3,28,M,a,on,ba,4,3,1.199
3,28,M,a,on,ba,4,4,1.695
3,28,M,a,on,ba,4,5,1.568
3,28,M,a,on,ba,4,6,0.992
3,28,M,a,on,ba,4,7,1.168
3,28,M,a,on,ba,4,8,1.008
3,28,M,a,on,ba,4,9,0.960
3,28,M,a,on,ba,4,10,1.567
3,28,M,a,on,ba,5,1,1.733
3,28,M,a,on,ba,5,2,1.183
3,28,M,a,on,ba,5,3,0.864
3,28,M,a,on,ba,5,4,1.280
3,28,M,a,on,ba,5,5,1.216
3,28,M,a,on,ba,5,6,1.471
3,28,M,a,on,ba,5,7,2.081
3,28,M,a,on,ba,5,8,1.023
3,28,M,a,on,ba,5,9,1.345
3,28,M,a,on,ba,5,10,1.439
4,29,M,b,off,ba,1,1,1.121
4,29,M,b,off,ba,1,2,1.408
4,29,M,b,off,ba,1,3,1.119
4,29,M,b,off,ba,1,4,1.312
4,29,M,b,off,ba,1,5,0.976
4,29,M,b,off,ba,1,6,1.280
4,29,M,b,off,ba,1,7,1.215
4,29,M,b,off,ba,1,8,1.087
4,29,M,b,off,ba,1,9,1.168
4,29,M,b,off,ba,1,10,1.280
4,29,M,b,off,ba,2,1,1.062
4,29,M,b,off,ba,2,2,1.008
4,29,M,b,off,ba,2,3,0.879
4,29,M,b,off,ba,2,4,1.551
4,29,M,b,off,ba,2,5,1.472
4,29,M,b,off,ba,2,6,1.136
4,29,M,b,off,ba,2,7,1.199
4,29,M,b,off,ba,2,8,1.071
4,29,M,b,off,ba,2,9,1.359
4,29,M,b,off,ba,2,10,1.056
4,29,M,b,off,ba,3,1,1.203
4,29,M,b,off,ba,3,2,1.535
4,29,M,b,off,ba,3,3,1.105
4,29,M,b,off,ba,3,4,1.183
4,29,M,b,off,ba,3,5,1.215
4,29,M,b,off,ba,3,6,1.520
4,29,M,b,off,ba,3,7,1.071
4,29,M,b,off,ba,3,8,0.992
4,29,M,b,off,ba,3,9,1.519
4,29,M,b,off,ba,3,10,1.247
4,29,M,b,off,ba,4,1,0.984
4,29,M,b,off,ba,4,2,0.911
4,29,M,b,off,ba,4,3,1.040
4,29,M,b,off,ba,4,4,1.087
4,29,M,b,off,ba,4,5,0.896
4,29,M,b,off,ba,4,6,1.248
4,29,M,b,off,ba,4,7,0.992
4,29,M,b,off,ba,4,8,1.007
4,29,M,b,off,ba,4,9,1.008
4,29,M,b,off,ba,4,10,1.361
4,29,M,b,off,ba,5,1,1.142
4,29,M,b,off,ba,5,2,1.056
4,29,M,b,off,ba,5,3,1.200
4,29,M,b,off,ba,5,4,1.057
4,29,M,b,off,ba,5,5,1.022
4,29,M,b,off,ba,5,6,1.215
4,29,M,b,off,ba,5,7,1.040
4,29,M,b,off,ba,5,8,1.215
4,29,M,b,off,ba,5,9,1.103
4,29,M,b,off,ba,5,10,1.136
4,29,M,b,on,ba,1,1,0.975
4,29,M,b,on,ba,1,2,1.152
4,29,M,b,on,ba,1,3,1.152
4,29,M,b,on,ba,1,4,1.248
4,29,M,b,on,ba,1,5,1.407
4,29,M,b,on,ba,1,6,1.008
4,29,M,b,on,ba,1,7,1.072
4,29,M,b,on,ba,1,8,1.072
4,29,M,b,on,ba,1,9,1.872
4,29,M,b,on,ba,1,10,1.263
4,29,M,b,on,ba,2,1,1.307
4,29,M,b,on,ba,2,2,1.392
4,29,M,b,on,ba,2,3,2.000
4,29,M,b,on,ba,2,4,1.695
4,29,M,b,on,ba,2,5,0.992
4,29,M,b,on,ba,2,6,1.279
4,29,M,b,on,ba,2,7,1.168
4,29,M,b,on,ba,2,8,1.311
4,29,M,b,on,ba,2,9,1.216
4,29,M,b,on,ba,2,10,1.183
4,29,M,b,on,ba,3,1,1.129
4,29,M,b,on,ba,3,2,1.679
4,29,M,b,on,ba,3,3,0.992
4,29,M,b,on,ba,3,4,1.280
4,29,M,b,on,ba,3,5,1.215
4,29,M,b,on,ba,3,6,1.376
4,29,M,b,on,ba,3,7,1.183
4,29,M,b,on,ba,3,8,1.170
4,29,M,b,on,ba,3,9,1.982
4,29,M,b,on,ba,3,10,2.216
4,29,M,b,on,ba,4,1,1.760
4,29,M,b,on,ba,4,2,1.151
4,29,M,b,on,ba,4,3,1.680
4,29,M,b,on,ba,4,4,1.313
4,29,M,b,on,ba,4,5,1.406
4,29,M,b,on,ba,4,6,1.136
4,29,M,b,on,ba,4,7,0.928
4,29,M,b,on,ba,4,8,1.568
4,29,M,b,on,ba,4,9,1.135
4,29,M,b,on,ba,4,10,2.067
4,29,M,b,on,ba,5,1,1.168
4,29,M,b,on,ba,5,2,1.984
4,29,M,b,on,ba,5,3,1.104
4,29,M,b,on,ba,5,4,1.039
4,29,M,b,on,ba,5,5,0.977
4,29,M,b,on,ba,5,6,1.071
4,29,M,b,on,ba,5,7,1.008
4,29,M,b,on,ba,5,8,1.184
4,29,M,b,on,ba,5,9,1.519
4,29,M,b,on,ba,5,10,1.392
4,29,M,a,off,ba,1,1,1.015
4,29,M,a,off,ba,1,2,1.311
4,29,M,a,off,ba,1,3,1.008
4,29,M,a,off,ba,1,4,1.072
4,29,M,a,off,ba,1,5,0.976
4,29,M,a,off,ba,1,6,0.975
4,29,M,a,off,ba,1,7,0.976
4,29,M,a,off,ba,1,8,1.007
4,29,M,a,off,ba,1,9,0.944
4,29,M,a,off,ba,1,10,0.928
4,29,M,a,off,ba,2,1,1.305
4,29,M,a,off,ba,2,2,1.056
4,29,M,a,off,ba,2,3,1.103
4,29,M,a,off,ba,2,4,1.136
4,29,M,a,off,ba,2,5,1.088
4,29,M,a,off,ba,2,6,1.024
4,29,M,a,off,ba,2,7,1.023
4,29,M,a,off,ba,2,8,1.104
4,29,M,a,off,ba,2,9,0.976
4,29,M,a,off,ba,2,10,1.088
4,29,M,a,off,ba,3,1,1.405
4,29,M,a,off,ba,3,2,1.008
4,29,M,a,off,ba,3,3,0.991
4,29,M,a,off,ba,3,4,1.120
4,29,M,a,off,ba,3,5,1.136
4,29,M,a,off,ba,3,6,0.960
4,29,M,a,off,ba,3,7,0.976
4,29,M,a,off,ba,3,8,1.056
4,29,M,a,off,ba,3,9,0.897
4,29,M,a,off,ba,3,10,0.943
4,29,M,a,off,ba,4,1,1.016
4,29,M,a,off,ba,4,2,1.023
4,29,M,a,off,ba,4,3,1.584
4,29,M,a,off,ba,4,4,0.927
4,29,M,a,off,ba,4,5,1.184
4,29,M,a,off,ba,4,6,1.088
4,29,M,a,off,ba,4,7,0.927
4,29,M,a,off,ba,4,8,1.025
4,29,M,a,off,ba,4,9,1.630
4,29,M,a,off,ba,4,10,0.976
4,29,M,a,off,ba,5,1,1.089
4,29,M,a,off,ba,5,2,1.103
4,29,M,a,off,ba,5,3,1.200
4,29,M,a,off,ba,5,4,1.072
4,29,M,a,off,ba,5,5,0.959
4,29,M,a,off,ba,5,6,1.072
4,29,M,a,off,ba,5,7,1.024
4,29,M,a,off,ba,5,8,1.039
4,29,M,a,off,ba,5,9,0.912
4,29,M,a,off,ba,5,10,1.088
4,29,M,a,on,ba,1,1,1.035
4,29,M,a,on,ba,1,2,0.959
4,29,M,a,on,ba,1,3,0.912
4,29,M,a,on,ba,1,4,1.343
4,29,M,a,on,ba,1,5,1.088
4,29,M,a,on,ba,1,6,1.232
4,29,M,a,on,ba,1,7,1.039
4,29,M,a,on,ba,1,8,1.136
4,29,M,a,on,ba,1,9,1.264
4,29,M,a,on,ba,1,10,1.183
4,29,M,a,on,ba,2,1,1.092
4,29,M,a,on,ba,2,2,1.151
4,29,M,a,on,ba,2,3,0.975
4,29,M,a,on,ba,2,4,0.911
4,29,M,a,on,ba,2,5,0.944
4,29,M,a,on,ba,2,6,1.008
4,29,M,a,on,ba,2,7,0.975
4,29,M,a,on,ba,2,8,0.928
4,29,M,a,on,ba,2,9,1.135
4,29,M,a,on,ba,2,10,0.976
4,29,M,a,on,ba,3,1,1.205
4,29,M,a,on,ba,3,2,1.184
4,29,M,a,on,ba,3,3,1.152
4,29,M,a,on,ba,3,4,1.040
4,29,M,a,on,ba,3,5,1.119
4,29,M,a,on,ba,3,6,0.992
4,29,M,a,on,ba,3,7,0.912
4,29,M,a,on,ba,3,8,1.023
4,29,M,a,on,ba,3,9,1.008
4,29,M,a,on,ba,3,10,1.520
4,29,M,a,on,ba,4,1,1.187
4,29,M,a,on,ba,4,2,0.896
4,29,M,a,on,ba,4,3,1.087
4,29,M,a,on,ba,4,4,0.864
4,29,M,a,on,ba,4,5,0.880
4,29,M,a,on,ba,4,6,1.183
4,29,M,a,on,ba,4,7,1.727
4,29,M,a,on,ba,4,8,1.135
4,29,M,a,on,ba,4,9,0.960
4,29,M,a,on,ba,4,10,1.040
4,29,M,a,on,ba,5,1,1.422
4,29,M,a,on,ba,5,2,1.008
4,29,M,a,on,ba,5,3,1.616
4,29,M,a,on,ba,5,4,0.943
4,29,M,a,on,ba,5,5,1.008
4,29,M,a,on,ba,5,6,1.104
4,29,M,a,on,ba,5,7,0.911
4,29,M,a,on,ba,5,8,1.391
4,29,M,a,on,ba,5,9,1.168
4,29,M,a,on,ba,5,10,0.895
5,26,F,a,off,ab,1,1,1.108
5,26,F,a,off,ab,1,2,1.057
5,26,F,a,off,ab,1,3,1.088
5,26,F,a,off,ab,1,4,1.087
5,26,F,a,off,ab,1,5,1.104
5,26,F,a,off,ab,1,6,0.944
5,26,F,a,off,ab,1,7,1.137
5,26,F,a,off,ab,1,8,1.022
5,26,F,a,off,ab,1,9,0.976
5,26,F,a,off,ab,1,10,0.960
5,26,F,a,off,ab,2,1,1.031
5,26,F,a,off,ab,2,2,0.896
5,26,F,a,off,ab,2,3,1.104
5,26,F,a,off,ab,2,4,0.944
5,26,F,a,off,ab,2,5,1.167
5,26,F,a,off,ab,2,6,0.991
5,26,F,a,off,ab,2,7,0.960
5,26,F,a,off,ab,2,8,1.439
5,26,F,a,off,ab,2,9,0.992
5,26,F,a,off,ab,2,10,0.975
5,26,F,a,off,ab,3,1,1.208
5,26,F,a,off,ab,3,2,0.958
5,26,F,a,off,ab,3,3,1.024
5,26,F,a,off,ab,3,4,0.879
5,26,F,a,off,ab,3,5,0.880
5,26,F,a,off,ab,3,6,0.880
5,26,F,a,off,ab,3,7,0.768
5,26,F,a,off,ab,3,8,1.056
5,26,F,a,off,ab,3,9,0.705
5,26,F,a,off,ab,3,10,0.878
5,26,F,a,off,ab,4,1,1.161
5,26,F,a,off,ab,4,2,1.055
5,26,F,a,off,ab,4,3,0.977
5,26,F,a,off,ab,4,4,1.118
5,26,F,a,off,ab,4,5,1.168
5,26,F,a,off,ab,4,6,0.847
5,26,F,a,off,ab,4,7,1.120
5,26,F,a,off,ab,4,8,0.992
5,26,F,a,off,ab,4,9,0.959
5,26,F,a,off,ab,4,10,0.816
5,26,F,a,off,ab,5,1,0.937
5,26,F,a,off,ab,5,2,0.783
5,26,F,a,off,ab,5,3,0.993
5,26,F,a,off,ab,5,4,1.167
5,26,F,a,off,ab,5,5,0.865
5,26,F,a,off,ab,5,6,1.214
5,26,F,a,off,ab,5,7,0.816
5,26,F,a,off,ab,5,8,1.344
5,26,F,a,off,ab,5,9,0.880
5,26,F,a,off,ab,5,10,1.839
5,26,F,a,on,ab,1,1,1.458
5,26,F,a,on,ab,1,2,1.024
5,26,F,a,on,ab,1,3,1.231
5,26,F,a,on,ab,1,4,1.088
5,26,F,a,on,ab,1,5,1.776
5,26,F,a,on,ab,1,6,1.119
5,26,F,a,on,ab,1,7,1.472
5,26,F,a,on,ab,1,8,1.311
5,26,F,a,on,ab,1,9,1.488
5,26,F,a,on,ab,1,10,1.103
5,26,F,a,on,ab,2,1,1.194
5,26,F,a,on,ab,2,2,1.951
5,26,F,a,on,ab,2,3,1.040
5,26,F,a,on,ab,2,4,1.279
